m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2257"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3193"
"2012-11-01 00:00:00","c#","12229"
"2012-11-01 00:00:00","c++","6268"
"2012-11-01 00:00:00","delphi","443"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13607"
"2012-11-01 00:00:00","javascript","12346"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11768"
"2012-11-01 00:00:00","python","6389"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2130"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2562"
"2012-12-01 00:00:00","c#","10948"
"2012-12-01 00:00:00","c++","5682"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12414"
"2012-12-01 00:00:00","javascript","11743"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11048"
"2012-12-01 00:00:00","python","5753"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1903"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c","2905"
"2013-01-01 00:00:00","c#","12752"
"2013-01-01 00:00:00","c++","6038"
"2013-01-01 00:00:00","delphi","481"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13705"
"2013-01-01 00:00:00","javascript","13789"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","php","12854"
"2013-01-01 00:00:00","python","6564"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2306"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c","3091"
"2013-02-01 00:00:00","c#","12482"
"2013-02-01 00:00:00","c++","6063"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13685"
"2013-02-01 00:00:00","javascript","13616"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12541"
"2013-02-01 00:00:00","python","6723"
"2013-02-01 00:00:00","r","1657"
"2013-02-01 00:00:00","ruby","2216"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3437"
"2013-03-01 00:00:00","c#","14230"
"2013-03-01 00:00:00","c++","7176"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15895"
"2013-03-01 00:00:00","javascript","15278"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14097"
"2013-03-01 00:00:00","python","7614"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3523"
"2013-04-01 00:00:00","c#","13877"
"2013-04-01 00:00:00","c++","7117"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16212"
"2013-04-01 00:00:00","javascript","15310"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","php","13399"
"2013-04-01 00:00:00","python","7926"
"2013-04-01 00:00:00","r","1836"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","302"
"2013-05-01 00:00:00","c","3191"
"2013-05-01 00:00:00","c#","13453"
"2013-05-01 00:00:00","c++","6825"
"2013-05-01 00:00:00","delphi","535"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15260"
"2013-05-01 00:00:00","javascript","15038"
"2013-05-01 00:00:00","perl","904"
"2013-05-01 00:00:00","php","13074"
"2013-05-01 00:00:00","python","7800"
"2013-05-01 00:00:00","r","1779"
"2013-05-01 00:00:00","ruby","2339"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","295"
"2013-06-01 00:00:00","c","2934"
"2013-06-01 00:00:00","c#","12772"
"2013-06-01 00:00:00","c++","6184"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","java","13911"
"2013-06-01 00:00:00","javascript","14590"
"2013-06-01 00:00:00","perl","827"
"2013-06-01 00:00:00","php","12700"
"2013-06-01 00:00:00","python","7591"
"2013-06-01 00:00:00","r","1776"
"2013-06-01 00:00:00","ruby","2222"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","298"
"2013-07-01 00:00:00","c","3015"
"2013-07-01 00:00:00","c#","14171"
"2013-07-01 00:00:00","c++","6576"
"2013-07-01 00:00:00","delphi","507"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15185"
"2013-07-01 00:00:00","javascript","16810"
"2013-07-01 00:00:00","perl","955"
"2013-07-01 00:00:00","php","14319"
"2013-07-01 00:00:00","python","8609"
"2013-07-01 00:00:00","r","1969"
"2013-07-01 00:00:00","ruby","2439"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3009"
"2013-08-01 00:00:00","c#","13848"
"2013-08-01 00:00:00","c++","6249"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15068"
"2013-08-01 00:00:00","javascript","16836"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","php","14328"
"2013-08-01 00:00:00","python","7935"
"2013-08-01 00:00:00","r","1919"
"2013-08-01 00:00:00","ruby","2480"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3393"
"2013-09-01 00:00:00","c#","13752"
"2013-09-01 00:00:00","c++","6550"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16269"
"2013-09-01 00:00:00","javascript","17706"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14272"
"2013-09-01 00:00:00","python","7964"
"2013-09-01 00:00:00","r","1712"
"2013-09-01 00:00:00","ruby","2392"
"2013-09-01 00:00:00","swift","10"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c","4240"
"2013-10-01 00:00:00","c#","15206"
"2013-10-01 00:00:00","c++","7975"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18728"
"2013-10-01 00:00:00","javascript","19741"
"2013-10-01 00:00:00","perl","815"
"2013-10-01 00:00:00","php","15339"
"2013-10-01 00:00:00","python","9487"
"2013-10-01 00:00:00","r","2088"
"2013-10-01 00:00:00","ruby","2788"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c","4289"
"2013-11-01 00:00:00","c#","14590"
"2013-11-01 00:00:00","c++","8132"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18774"
"2013-11-01 00:00:00","javascript","18503"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","php","14903"
"2013-11-01 00:00:00","python","9491"
"2013-11-01 00:00:00","r","2189"
"2013-11-01 00:00:00","ruby","2575"
"2013-11-01 00:00:00","swift","6"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3499"
"2013-12-01 00:00:00","c#","13629"
"2013-12-01 00:00:00","c++","7011"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17454"
"2013-12-01 00:00:00","javascript","18029"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14447"
"2013-12-01 00:00:00","python","8457"
"2013-12-01 00:00:00","r","1907"
"2013-12-01 00:00:00","ruby","2447"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3733"
"2014-01-01 00:00:00","c#","15336"
"2014-01-01 00:00:00","c++","7695"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","302"
"2014-01-01 00:00:00","java","18684"
"2014-01-01 00:00:00","javascript","21123"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","php","16822"
"2014-01-01 00:00:00","python","9840"
"2014-01-01 00:00:00","r","2348"
"2014-01-01 00:00:00","ruby","2763"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3974"
"2014-02-01 00:00:00","c#","15119"
"2014-02-01 00:00:00","c++","7675"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","java","19255"
"2014-02-01 00:00:00","javascript","21165"
"2014-02-01 00:00:00","perl","794"
"2014-02-01 00:00:00","php","16557"
"2014-02-01 00:00:00","python","9895"
"2014-02-01 00:00:00","r","2619"
"2014-02-01 00:00:00","ruby","2607"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c","4559"
"2014-03-01 00:00:00","c#","16163"
"2014-03-01 00:00:00","c++","8665"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21973"
"2014-03-01 00:00:00","javascript","22641"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18344"
"2014-03-01 00:00:00","python","11421"
"2014-03-01 00:00:00","r","2811"
"2014-03-01 00:00:00","ruby","2947"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","364"
"2014-04-01 00:00:00","c","4010"
"2014-04-01 00:00:00","c#","15327"
"2014-04-01 00:00:00","c++","8135"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20888"
"2014-04-01 00:00:00","javascript","21437"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","php","17710"
"2014-04-01 00:00:00","python","10769"
"2014-04-01 00:00:00","r","2735"
"2014-04-01 00:00:00","ruby","2745"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","330"
"2014-05-01 00:00:00","c","3262"
"2014-05-01 00:00:00","c#","13910"
"2014-05-01 00:00:00","c++","6783"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17977"
"2014-05-01 00:00:00","javascript","19802"
"2014-05-01 00:00:00","perl","796"
"2014-05-01 00:00:00","php","14781"
"2014-05-01 00:00:00","python","9247"
"2014-05-01 00:00:00","r","2584"
"2014-05-01 00:00:00","ruby","2679"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","270"
"2014-06-01 00:00:00","c","2774"
"2014-06-01 00:00:00","c#","12506"
"2014-06-01 00:00:00","c++","5673"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15926"
"2014-06-01 00:00:00","javascript","18304"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","13040"
"2014-06-01 00:00:00","python","8914"
"2014-06-01 00:00:00","r","2399"
"2014-06-01 00:00:00","ruby","2337"
"2014-06-01 00:00:00","swift","2407"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","c","2836"
"2014-07-01 00:00:00","c#","13695"
"2014-07-01 00:00:00","c++","6270"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17384"
"2014-07-01 00:00:00","javascript","20140"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14295"
"2014-07-01 00:00:00","python","9916"
"2014-07-01 00:00:00","r","2638"
"2014-07-01 00:00:00","ruby","2562"
"2014-07-01 00:00:00","swift","1644"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2677"
"2014-08-01 00:00:00","c#","12492"
"2014-08-01 00:00:00","c++","5879"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15739"
"2014-08-01 00:00:00","javascript","18455"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13208"
"2014-08-01 00:00:00","python","9117"
"2014-08-01 00:00:00","r","2476"
"2014-08-01 00:00:00","ruby","2467"
"2014-08-01 00:00:00","swift","1697"
"2014-09-01 00:00:00","assembly","282"
"2014-09-01 00:00:00","c","3232"
"2014-09-01 00:00:00","c#","12320"
"2014-09-01 00:00:00","c++","6189"
"2014-09-01 00:00:00","delphi","446"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16703"
"2014-09-01 00:00:00","javascript","18132"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13369"
"2014-09-01 00:00:00","python","8773"
"2014-09-01 00:00:00","r","2364"
"2014-09-01 00:00:00","ruby","2275"
"2014-09-01 00:00:00","swift","1901"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3803"
"2014-10-01 00:00:00","c#","12553"
"2014-10-01 00:00:00","c++","6837"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17899"
"2014-10-01 00:00:00","javascript","18919"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","php","13615"
"2014-10-01 00:00:00","python","9582"
"2014-10-01 00:00:00","r","2778"
"2014-10-01 00:00:00","ruby","2343"
"2014-10-01 00:00:00","swift","2465"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c","3668"
"2014-11-01 00:00:00","c#","11872"
"2014-11-01 00:00:00","c++","6555"
"2014-11-01 00:00:00","delphi","428"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17845"
"2014-11-01 00:00:00","javascript","17973"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13045"
"2014-11-01 00:00:00","python","9567"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2115"
"2014-11-01 00:00:00","swift","2560"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c","3153"
"2014-12-01 00:00:00","c#","11081"
"2014-12-01 00:00:00","c++","6080"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16379"
"2014-12-01 00:00:00","javascript","16987"
"2014-12-01 00:00:00","perl","566"
"2014-12-01 00:00:00","php","12341"
"2014-12-01 00:00:00","python","9038"
"2014-12-01 00:00:00","r","2361"
"2014-12-01 00:00:00","ruby","2145"
"2014-12-01 00:00:00","swift","2488"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3209"
"2015-01-01 00:00:00","c#","11742"
"2015-01-01 00:00:00","c++","6129"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16537"
"2015-01-01 00:00:00","javascript","18537"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","php","13625"
"2015-01-01 00:00:00","python","9675"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2429"
"2015-01-01 00:00:00","swift","3049"
"2015-02-01 00:00:00","assembly","358"
"2015-02-01 00:00:00","c","3364"
"2015-02-01 00:00:00","c#","11787"
"2015-02-01 00:00:00","c++","6473"
"2015-02-01 00:00:00","delphi","415"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16756"
"2015-02-01 00:00:00","javascript","18668"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","php","13530"
"2015-02-01 00:00:00","python","10197"
"2015-02-01 00:00:00","r","2970"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3236"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3917"
"2015-03-01 00:00:00","c#","13273"
"2015-03-01 00:00:00","c++","7391"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19765"
"2015-03-01 00:00:00","javascript","20543"
"2015-03-01 00:00:00","perl","639"
"2015-03-01 00:00:00","php","14929"
"2015-03-01 00:00:00","python","11608"
"2015-03-01 00:00:00","r","3564"
"2015-03-01 00:00:00","ruby","2461"
"2015-03-01 00:00:00","swift","3597"
"2015-04-01 00:00:00","assembly","440"
"2015-04-01 00:00:00","c","3950"
"2015-04-01 00:00:00","c#","13092"
"2015-04-01 00:00:00","c++","7145"
"2015-04-01 00:00:00","delphi","389"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19819"
"2015-04-01 00:00:00","javascript","20911"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","php","14980"
"2015-04-01 00:00:00","python","11450"
"2015-04-01 00:00:00","r","3329"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4019"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3522"
"2015-05-01 00:00:00","c#","13360"
"2015-05-01 00:00:00","c++","6817"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18552"
"2015-05-01 00:00:00","javascript","22159"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","php","14601"
"2015-05-01 00:00:00","python","11219"
"2015-05-01 00:00:00","r","3427"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3800"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3168"
"2015-06-01 00:00:00","c#","13535"
"2015-06-01 00:00:00","c++","6517"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17857"
"2015-06-01 00:00:00","javascript","22621"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14387"
"2015-06-01 00:00:00","python","11813"
"2015-06-01 00:00:00","r","3431"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4325"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2813"
"2015-07-01 00:00:00","c#","14123"
"2015-07-01 00:00:00","c++","6700"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","467"
"2015-07-01 00:00:00","java","18701"
"2015-07-01 00:00:00","javascript","23980"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15394"
"2015-07-01 00:00:00","python","12323"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","swift","5148"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13228"
"2015-08-01 00:00:00","c++","5871"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17095"
"2015-08-01 00:00:00","javascript","22172"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14263"
"2015-08-01 00:00:00","python","11224"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2316"
"2015-08-01 00:00:00","swift","5087"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12922"
"2015-09-01 00:00:00","c++","5912"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","422"
"2015-09-01 00:00:00","java","16950"
"2015-09-01 00:00:00","javascript","21402"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13520"
"2015-09-01 00:00:00","python","10968"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","ruby","2160"
"2015-09-01 00:00:00","swift","4552"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3678"
"2015-10-01 00:00:00","c#","12797"
"2015-10-01 00:00:00","c++","7049"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18548"
"2015-10-01 00:00:00","javascript","21831"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","php","13930"
"2015-10-01 00:00:00","python","12485"
"2015-10-01 00:00:00","r","3681"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4301"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3614"
"2015-11-01 00:00:00","c#","12385"
"2015-11-01 00:00:00","c++","7086"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","java","17786"
"2015-11-01 00:00:00","javascript","21281"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13342"
"2015-11-01 00:00:00","python","12296"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4319"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3087"
"2015-12-01 00:00:00","c#","12147"
"2015-12-01 00:00:00","c++","6561"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16557"
"2015-12-01 00:00:00","javascript","21085"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13766"
"2015-12-01 00:00:00","python","11661"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4375"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","c","3047"
"2016-01-01 00:00:00","c#","12365"
"2016-01-01 00:00:00","c++","6098"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","495"
"2016-01-01 00:00:00","java","16638"
"2016-01-01 00:00:00","javascript","22521"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","php","14596"
"2016-01-01 00:00:00","python","12349"
"2016-01-01 00:00:00","r","3539"
"2016-01-01 00:00:00","ruby","2144"
"2016-01-01 00:00:00","swift","4785"
"2016-02-01 00:00:00","assembly","349"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","c#","12740"
"2016-02-01 00:00:00","c++","6557"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17849"
"2016-02-01 00:00:00","javascript","22477"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14932"
"2016-02-01 00:00:00","python","13249"
"2016-02-01 00:00:00","r","3592"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4751"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3448"
"2016-03-01 00:00:00","c#","13610"
"2016-03-01 00:00:00","c++","7020"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","go","594"
"2016-03-01 00:00:00","java","19903"
"2016-03-01 00:00:00","javascript","24099"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","php","15144"
"2016-03-01 00:00:00","python","14058"
"2016-03-01 00:00:00","r","4045"
"2016-03-01 00:00:00","ruby","2259"
"2016-03-01 00:00:00","swift","5075"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3358"
"2016-04-01 00:00:00","c#","13717"
"2016-04-01 00:00:00","c++","6893"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","java","19482"
"2016-04-01 00:00:00","javascript","23462"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","php","14483"
"2016-04-01 00:00:00","python","13661"
"2016-04-01 00:00:00","r","4127"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4755"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2722"
"2016-05-01 00:00:00","c#","13492"
"2016-05-01 00:00:00","c++","6134"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17038"
"2016-05-01 00:00:00","javascript","23000"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14460"
"2016-05-01 00:00:00","python","13102"
"2016-05-01 00:00:00","r","3802"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4422"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13063"
"2016-06-01 00:00:00","c++","5717"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15916"
"2016-06-01 00:00:00","javascript","22143"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","php","13630"
"2016-06-01 00:00:00","python","12907"
"2016-06-01 00:00:00","r","3864"
"2016-06-01 00:00:00","ruby","2109"
"2016-06-01 00:00:00","swift","4796"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c","2346"
"2016-07-01 00:00:00","c#","12002"
"2016-07-01 00:00:00","c++","5469"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14946"
"2016-07-01 00:00:00","javascript","22205"
"2016-07-01 00:00:00","perl","422"
"2016-07-01 00:00:00","php","12926"
"2016-07-01 00:00:00","python","12827"
"2016-07-01 00:00:00","r","3744"
"2016-07-01 00:00:00","ruby","1900"
"2016-07-01 00:00:00","swift","4937"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","c","2215"
"2016-08-01 00:00:00","c#","12721"
"2016-08-01 00:00:00","c++","5015"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15179"
"2016-08-01 00:00:00","javascript","22667"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12885"
"2016-08-01 00:00:00","python","12913"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","swift","4903"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11106"
"2016-09-01 00:00:00","c++","5140"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14677"
"2016-09-01 00:00:00","javascript","20450"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12140"
"2016-09-01 00:00:00","python","12334"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4864"
"2016-10-01 00:00:00","assembly","399"
"2016-10-01 00:00:00","c","3207"
"2016-10-01 00:00:00","c#","11453"
"2016-10-01 00:00:00","c++","5971"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","java","15328"
"2016-10-01 00:00:00","javascript","20443"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12270"
"2016-10-01 00:00:00","python","13499"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4729"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3266"
"2016-11-01 00:00:00","c#","11652"
"2016-11-01 00:00:00","c++","6081"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
